Visibility,Traits ID,Genus,Species,Invasive To Political Region1,Morphospecies,Contributor,Latitude,Longitude,Caste,N,Head width across eyes (mm),Head length (mm),Clypeus length (mm),Mandible length (mm),Hind femur length (mm),Scape length (mm),Weber's length (mm),Pronotum width (mm),Inter-ocular width (mm),Max eye width (mm),Whole body length (mm),Sculpturing,Pilosity (#),Number of Spines (#),Dominant colour head (Fig. 16),Dominant colour mesosoma (Fig. 16),Dominant colour gaster (Fig. 16),Polymorphism,Queen number,Worker number (#),Colony type,Colony founding,Nest Site,Activity,Diet,Notes,Political Region1,Continent,username,Date Of Upload,Batch,Batch Name
Public,Bishop_etal_2014_traits_357,Camponotus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.1,1.34,0.42,0.7,1.536,1.4,2.016,0.84,0.74,0.3,,1,5,0,22,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_358,Camponotus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.18,1.34,0.48,0.74,1.9,1.42,2.16,0.92,0.84,0.3,,1,6,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_359,Camponotus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.26,1.4,0.54,0.76,1.776,1.6,2.088,0.92,0.88,0.3,,1,6,0,22,9,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_360,Camponotus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.24,1.54,0.38,0.7,2.184,1.76,2.232,0.92,0.84,0.28,,1,9,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_361,Camponotus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.16,1.34,0.4,0.64,1.464,1.42,1.92,0.9,0.8,0.26,,1,7,0,22,21,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_362,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.68,0.76,0.12,0.32,0.64,0.48,1.06,0.48,0.56,0.12,,1,72,0,22,10,10,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_363,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.68,0.1,0.28,0.48,0.4,0.88,0.4,0.46,0.08,,1,63,0,22,10,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_364,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.64,0.12,0.28,0.44,0.34,0.8,0.3,0.44,0.08,,1,40,0,22,10,10,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_365,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.68,0.14,0.26,0.48,0.4,0.88,0.42,0.5,0.12,,1,57,0,21,10,10,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_366,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.66,0.14,0.28,0.44,0.3,0.78,0.36,0.4,0.08,,1,84,0,21,10,10,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_367,Cerapachys,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.54,0.64,0.14,0.3,0.44,0.34,0.78,0.38,0.44,0.1,,1,76,0,21,10,10,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_368,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.84,0.96,0.04,0.4,0.72,0.4,1.12,0.5,0,0,,2,5,0,17,17,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_369,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.96,1.06,0.08,0.54,0.78,0.48,1.34,0.5,0,0,,2,7,0,17,17,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_370,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.04,1.12,0.08,0.64,0.88,0.54,1.36,0.6,0,0,,2,5,0,17,17,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_371,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.88,1,0.1,0.52,0.8,0.44,1.16,0.52,0,0,,2,0,0,17,17,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_372,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.1,1.2,0.1,0.7,0.88,0.56,1.44,0.66,0,0,,2,0,0,20,20,20,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_373,Dorylus,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.88,0.98,0.08,0.66,0.72,0.42,1.12,0.54,0,0,,2,0,0,21,20,20,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_374,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.54,0.14,0.24,0.44,0.48,0.62,0.3,0.3,0.1,,1,26,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_375,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.54,0.14,0.26,0.5,0.48,0.64,0.32,0.34,0.12,,1,12,0,22,1,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_376,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.54,0.14,0.26,0.52,0.48,0.68,0.36,0.34,0.12,,1,20,0,1,1,1,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_377,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.44,0.5,0.12,0.22,0.44,0.44,0.6,0.28,0.26,0.08,,1,33,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_378,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.46,0.58,0.14,0.2,0.48,0.44,0.64,0.3,0.28,0.1,,1,34,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_379,Lepisiota,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.56,0.18,0.3,0.52,0.48,0.68,0.34,0.34,0.12,,1,20,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_380,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.64,0.12,0.32,0.48,0.42,0.64,0.34,0.48,0.06,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_381,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.62,0.12,0.32,0.52,0.48,0.74,0.34,0.42,0.08,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_382,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.64,0.18,0.3,0.5,0.52,0.74,0.32,0.42,0.08,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_383,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.68,0.2,0.34,0.54,0.52,0.8,0.34,0.46,0.08,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_384,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.64,0.16,0.3,0.54,0.48,0.8,0.32,0.44,0.06,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_385,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.66,0.18,0.3,0.54,0.54,0.84,0.38,0.5,0.08,,2,0,0,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_386,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.76,0.68,0.16,0.34,0.56,0.56,0.78,0.34,0.48,0.08,,2,0,0,22,20,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_387,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.66,0.2,0.26,0.54,0.5,0.78,0.38,0.48,0.08,,2,0,0,17,15,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_388,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.7,0.18,0.3,0.56,0.46,0.82,0.38,0.48,0.08,,2,0,0,17,15,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_389,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.64,0.16,0.3,0.52,0.52,0.76,0.32,0.46,0.06,,2,0,0,22,22,20,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_390,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.6,0.68,0.18,0.38,0.48,0.56,0.76,0.36,0.5,0.06,,2,0,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_391,Monomorium,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.62,0.16,0.32,0.52,0.54,0.76,0.38,0.46,0.08,,2,0,0,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_392,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.7,0.7,0.18,0.44,0.84,0.78,0.88,0.4,0.6,0.1,,2,23,2,17,17,17,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_393,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.82,0.78,0.22,0.52,0.96,0.76,0.98,0.5,0.7,0.1,,2,23,2,21,17,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_394,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.76,0.74,0.2,0.48,0.94,0.82,0.96,0.46,0.68,0.1,,2,24,2,21,17,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_395,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.7,0.74,0.18,0.48,0.86,0.82,0.92,0.42,0.6,0.08,,2,21,2,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_396,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.8,0.76,0.22,0.5,0.88,0.8,1.02,0.44,0.68,0.12,,2,27,2,21,21,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_397,Pheidole,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.8,0.78,0.26,0.5,0.94,0.78,1.06,0.46,0.7,0.1,,2,44,2,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_398,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.34,0.38,0.06,0.16,0.22,0.26,0.36,0.24,0.24,0.04,,1,0,0,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_399,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.34,0.4,0.08,0.18,0.24,0.26,0.32,0.24,0.22,0.04,,1,0,0,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_400,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.36,0.4,0.08,0.22,0.24,0.28,0.38,0.24,0.26,0.04,,1,0,0,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_401,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.34,0.34,0.06,0.18,0.22,0.24,0.28,0.22,0.24,0.04,,1,0,0,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_402,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.36,0.4,0.08,0.18,0.28,0.26,0.3,0.24,0.24,0.04,,1,0,0,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_403,Plagiolepis,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.3,0.36,0.06,0.14,0.22,0.28,0.28,0.2,0.22,0.04,,1,0,0,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_404,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.32,0.66,0.16,0.14,0.48,0.3,0.6,0.28,0.3,0.06,,2,12,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_405,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.34,0.72,0.14,0.2,0.44,0.32,0.7,0.36,0.32,0.06,,2,4,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_406,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.3,0.6,0.14,0.22,0.54,0.34,0.68,0.28,0.28,0.04,,2,14,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_407,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.28,0.5,0.12,0.18,0.456,0.24,0.672,0.22,0.26,0.04,,2,24,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_408,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.32,0.62,0.18,0.2,0.5,0.3,0.68,0.26,0.3,0.06,,2,14,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_409,Pyramica,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.3,0.62,0.18,0.2,0.42,0.26,0.62,0.36,0.28,0.06,,2,11,2,16,16,16,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_410,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.6,0.12,0.32,0.48,0.56,0.58,0.38,0.38,0.12,,1,0,0,23,23,23,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_411,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.6,0.1,0.3,0.54,0.54,0.62,0.36,0.38,0.12,,1,0,0,23,23,23,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_412,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.54,0.6,0.14,0.32,0.64,0.46,0.7,0.36,0.4,0.12,,1,0,0,23,23,23,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_413,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.62,0.12,0.32,0.54,0.46,0.78,0.36,0.38,0.14,,1,0,0,23,23,23,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_414,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.68,0.14,0.3,0.54,0.56,0.62,0.38,0.4,0.14,,1,0,0,23,23,23,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_415,Technomyrmex,un01,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.6,0.14,0.3,0.54,0.56,0.72,0.36,0.4,0.14,,1,0,0,8,8,24,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_416,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.98,0.82,0.18,0.42,0.88,0.76,1.04,0.54,0.78,0.14,,2,0,2,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_417,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.1,0.88,0.28,0.48,0.66,0.82,1.2,0.38,0.94,0.14,,2,0,2,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_418,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.06,0.8,0.24,0.46,0.94,0.84,1.14,0.48,0.88,0.16,,2,0,2,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_419,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.9,0.64,0.22,0.38,0.68,0.76,0.88,0.46,0.7,0.16,,2,0,2,21,19,19,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_420,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.88,0.74,0.18,0.36,0.96,0.64,1.12,0.48,0.7,0.144,,2,0,2,21,21,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_421,Crematogaster,un02,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.92,0.76,0.22,0.44,0.8,0.82,0.92,0.4,0.74,0.14,,2,0,2,21,19,19,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_422,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.68,0.68,0.16,0.3,0.58,0.46,0.8,0.42,0.56,0.12,,2,10,2,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_423,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.52,0.54,0.16,0.32,0.4,0.38,0.5,0.3,0.44,0.08,,2,10,2,20,20,19,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_424,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.6,0.52,0.22,0.32,0.42,0.44,0.62,0.32,0.52,0.12,,2,14,2,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_425,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.64,0.6,0.16,0.28,0.52,0.42,0.68,0.36,0.5,0.1,,2,4,2,15,15,15,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_426,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.54,0.54,0.16,0.32,0.42,0.36,0.68,0.32,0.46,0.1,,2,3,2,20,20,20,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_427,Crematogaster,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.54,0.14,0.28,0.4,0.4,0.48,0.3,0.4,0.08,,2,2,2,20,20,20,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_428,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.62,0.16,0.3,0.66,0.66,0.82,0.38,0.4,0.12,,2,5,4,22,22,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_429,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.54,0.62,0.16,0.3,0.7,0.6,0.78,0.38,0.36,0.12,,2,7,4,24,1,24,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_430,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.6,0.14,0.24,0.58,0.62,0.74,0.36,0.36,0.14,,2,12,4,24,24,24,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_431,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.5,0.54,0.18,0.3,,0.62,0.58,0.34,0.32,0.1,,2,12,4,24,24,24,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_432,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.44,0.64,0.18,,0.68,0.68,0.82,0.38,0.36,0.12,,2,7,4,1,1,1,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_433,Lepisiota,un03,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.6,0.18,0.28,0.7,0.68,0.78,0.4,0.38,0.12,,2,11,4,24,24,24,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_434,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.86,0.86,0.2,0.46,0.78,0.7,0.9,1.923076923,0.72,0.14,,2,26,2,21,21,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_435,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.88,0.82,0.24,0.58,0.72,0.58,0.78,0.54,0.68,0.14,,2,0,2,22,21,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_436,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.82,0.74,0.22,0.4,0.68,0.6,0.86,0.42,0.68,0.12,,2,0,2,22,22,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_437,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.78,0.74,0.18,0.34,0.62,0.64,0.8,0.38,0.68,0.12,,2,0,2,22,22,21,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_438,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1.04,0.94,0.28,0.4,0.86,0.68,1.12,0.58,0.82,0.18,,2,4,2,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_439,Crematogaster,un04,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,1,0.88,0.22,0.42,0.76,0.72,0.96,0.5,0.86,0.14,,2,6,2,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_440,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.6,0.66,0.16,0.28,0.74,0.66,0.86,0.44,0.42,0.14,,2,12,4,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_441,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.64,0.18,0.28,0.62,0.66,0.82,0.36,0.4,0.12,,2,8,4,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_442,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.66,0.16,0.3,0.7,0.7,0.84,0.4,0.4,0.12,,2,11,4,10,10,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_443,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.56,0.6,0.18,0.28,0.76,0.64,0.82,0.4,0.38,0.12,,2,8,4,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_444,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.58,0.64,0.18,0.32,0.68,0.68,0.88,0.4,0.44,0.14,,2,11,4,22,10,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_445,Lepisiota,un05,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.54,0.62,0.18,0.26,0.68,0.64,0.78,0.38,0.38,0.14,,2,7,4,22,22,22,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_446,Camponotus,un10,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.98,1.02,0.36,0.48,1.08,1.06,1.44,0.74,0.66,0.22,,1,13,0,1,1,1,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_447,Camponotus,un10,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.94,1.12,0.28,0.4,1.1,1.1,1.48,0.8,0.7,0.2,,1,15,0,1,1,1,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
Public,Bishop_etal_2014_traits_448,Camponotus,un10,Native*,TRUE,"Bishop, Tom Rhys",,,Minor,1,0.84,0.98,0.14,0.44,1.04,1,1.44,0.7,0.6,0.22,,1,14,0,1,1,1,,,,,,,,,,,,bgrossman,22.02.17,136,Traits_1_February 2017
